filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,shape,x,y,width,height,Class
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,2,"{""name"":""rect"",""x"":186,""y"":167,""width"":24,""height"":34}","{""class_name"":""hardhat""}",rect,186,167,24,34,hardhat
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,3,"{""name"":""rect"",""x"":442,""y"":0,""width"":58,""height"":39}","{""class_name"":""hardhat""}",rect,442,0,58,39,hardhat
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,4,"{""name"":""rect"",""x"":537,""y"":82,""width"":31,""height"":26}","{""class_name"":""hardhat""}",rect,537,82,31,26,hardhat
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,5,"{""name"":""rect"",""x"":576,""y"":82,""width"":23,""height"":29}","{""class_name"":""hardhat""}",rect,576,82,23,29,hardhat
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,6,"{""name"":""rect"",""x"":26,""y"":93,""width"":88,""height"":145}","{""class_name"":""vest""}",rect,26,93,88,145,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,7,"{""name"":""rect"",""x"":62,""y"":333,""width"":46,""height"":23}","{""class_name"":""boots""}",rect,62,333,46,23,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,8,"{""name"":""rect"",""x"":2,""y"":324,""width"":41,""height"":36}","{""class_name"":""boots""}",rect,2,324,41,36,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,9,"{""name"":""rect"",""x"":290,""y"":360,""width"":68,""height"":40}","{""class_name"":""boots""}",rect,290,360,68,40,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,10,"{""name"":""rect"",""x"":394,""y"":338,""width"":48,""height"":48}","{""class_name"":""boots""}",rect,394,338,48,48,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,11,"{""name"":""rect"",""x"":480,""y"":348,""width"":37,""height"":48}","{""class_name"":""boots""}",rect,480,348,37,48,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,12,"{""name"":""rect"",""x"":296,""y"":88,""width"":79,""height"":146}","{""class_name"":""vest""}",rect,296,88,79,146,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,13,"{""name"":""rect"",""x"":350,""y"":79,""width"":64,""height"":139}","{""class_name"":""vest""}",rect,350,79,64,139,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,14,"{""name"":""rect"",""x"":416,""y"":52,""width"":98,""height"":142}","{""class_name"":""vest""}",rect,416,52,98,142,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,15,"{""name"":""rect"",""x"":518,""y"":117,""width"":68,""height"":119}","{""class_name"":""vest""}",rect,518,117,68,119,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,16,"{""name"":""rect"",""x"":569,""y"":115,""width"":41,""height"":112}","{""class_name"":""vest""}",rect,569,115,41,112,vest
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,17,"{""name"":""rect"",""x"":503,""y"":311,""width"":25,""height"":25}","{""class_name"":""boots""}",rect,503,311,25,25,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,18,"{""name"":""rect"",""x"":557,""y"":311,""width"":27,""height"":33}","{""class_name"":""boots""}",rect,557,311,27,33,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,19,"{""name"":""rect"",""x"":234,""y"":277,""width"":30,""height"":17}","{""class_name"":""boots""}",rect,234,277,30,17,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,20,"{""name"":""rect"",""x"":179,""y"":275,""width"":15,""height"":18}","{""class_name"":""boots""}",rect,179,275,15,18,boots
56.jpg,36539,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",22,21,"{""name"":""rect"",""x"":175,""y"":174,""width"":45,""height"":52}","{""class_name"":""vest""}",rect,175,174,45,52,vest
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,0,"{""name"":""rect"",""x"":346,""y"":72,""width"":36,""height"":30}","{""class_name"":""hardhat""}",rect,346,72,36,30,hardhat
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,1,"{""name"":""rect"",""x"":429,""y"":64,""width"":37,""height"":27}","{""class_name"":""hardhat""}",rect,429,64,37,27,hardhat
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,2,"{""name"":""rect"",""x"":329,""y"":105,""width"":57,""height"":95}","{""class_name"":""vest""}",rect,329,105,57,95,vest
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,3,"{""name"":""rect"",""x"":434,""y"":102,""width"":55,""height"":86}","{""class_name"":""vest""}",rect,434,102,55,86,vest
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,4,"{""name"":""rect"",""x"":430,""y"":284,""width"":37,""height"":28}","{""class_name"":""boots""}",rect,430,284,37,28,boots
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,5,"{""name"":""rect"",""x"":467,""y"":281,""width"":16,""height"":23}","{""class_name"":""boots""}",rect,467,281,16,23,boots
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,6,"{""name"":""rect"",""x"":309,""y"":280,""width"":37,""height"":36}","{""class_name"":""boots""}",rect,309,280,37,36,boots
57.jpg,44211,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",8,7,"{""name"":""rect"",""x"":335,""y"":286,""width"":41,""height"":27}","{""class_name"":""boots""}",rect,335,286,41,27,boots
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""rect"",""x"":356,""y"":423,""width"":77,""height"":41}","{""class_name"":""boots""}",rect,356,423,77,41,boots
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""rect"",""x"":441,""y"":426,""width"":49,""height"":33}","{""class_name"":""boots""}",rect,441,426,49,33,boots
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""rect"",""x"":126,""y"":304,""width"":32,""height"":32}","{""class_name"":""boots""}",rect,126,304,32,32,boots
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""rect"",""x"":65,""y"":316,""width"":27,""height"":29}","{""class_name"":""boots""}",rect,65,316,27,29,boots
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""rect"",""x"":378,""y"":44,""width"":76,""height"":48}","{""class_name"":""hardhat""}",rect,378,44,76,48,hardhat
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""rect"",""x"":253,""y"":48,""width"":58,""height"":41}","{""class_name"":""hardhat""}",rect,253,48,58,41,hardhat
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""rect"",""x"":366,""y"":106,""width"":123,""height"":183}","{""class_name"":""vest""}",rect,366,106,123,183,vest
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""rect"",""x"":238,""y"":69,""width"":64,""height"":123}","{""class_name"":""vest""}",rect,238,69,64,123,vest
58.jpg,54658,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""rect"",""x"":198,""y"":272,""width"":22,""height"":34}","{""class_name"":""boots""}",rect,198,272,22,34,boots
59.jpg,43733,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":60,""y"":128,""width"":160,""height"":168}","{""class_name"":""vest""}",rect,60,128,160,168,vest
59.jpg,43733,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":370,""y"":318,""width"":52,""height"":65}","{""class_name"":""boots""}",rect,370,318,52,65,boots
59.jpg,43733,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":426,""y"":309,""width"":63,""height"":67}","{""class_name"":""boots""}",rect,426,309,63,67,boots
59.jpg,43733,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":257,""y"":315,""width"":105,""height"":93}","{""class_name"":""boots""}",rect,257,315,105,93,boots
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,0,"{""name"":""rect"",""x"":61,""y"":13,""width"":50,""height"":24}","{""class_name"":""hardhat""}",rect,61,13,50,24,hardhat
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,1,"{""name"":""rect"",""x"":111,""y"":28,""width"":43,""height"":27}","{""class_name"":""hardhat""}",rect,111,28,43,27,hardhat
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,2,"{""name"":""rect"",""x"":180,""y"":10,""width"":45,""height"":26}","{""class_name"":""hardhat""}",rect,180,10,45,26,hardhat
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,3,"{""name"":""rect"",""x"":14,""y"":62,""width"":89,""height"":116}","{""class_name"":""vest""}",rect,14,62,89,116,vest
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,4,"{""name"":""rect"",""x"":87,""y"":68,""width"":91,""height"":113}","{""class_name"":""vest""}",rect,87,68,91,113,vest
60.jpg,15148,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",6,5,"{""name"":""rect"",""x"":183,""y"":55,""width"":81,""height"":125}","{""class_name"":""vest""}",rect,183,55,81,125,vest
61.jpg,45498,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":236,""y"":177,""width"":33,""height"":27}","{""class_name"":""hardhat""}",rect,236,177,33,27,hardhat
61.jpg,45498,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":192,""y"":345,""width"":35,""height"":23}","{""class_name"":""boots""}",rect,192,345,35,23,boots
61.jpg,45498,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":259,""y"":342,""width"":29,""height"":25}","{""class_name"":""boots""}",rect,259,342,29,25,boots
61.jpg,45498,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":221,""y"":205,""width"":50,""height"":79}","{""class_name"":""vest""}",rect,221,205,50,79,vest
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,0,"{""name"":""rect"",""x"":81,""y"":14,""width"":15,""height"":13}","{""class_name"":""hardhat""}",rect,81,14,15,13,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,1,"{""name"":""rect"",""x"":104,""y"":8,""width"":16,""height"":8}","{""class_name"":""hardhat""}",rect,104,8,16,8,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,2,"{""name"":""rect"",""x"":135,""y"":4,""width"":17,""height"":8}","{""class_name"":""hardhat""}",rect,135,4,17,8,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,3,"{""name"":""rect"",""x"":163,""y"":1,""width"":18,""height"":10}","{""class_name"":""hardhat""}",rect,163,1,18,10,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,4,"{""name"":""rect"",""x"":199,""y"":8,""width"":14,""height"":12}","{""class_name"":""hardhat""}",rect,199,8,14,12,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,5,"{""name"":""rect"",""x"":222,""y"":16,""width"":16,""height"":15}","{""class_name"":""hardhat""}",rect,222,16,16,15,hardhat
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,6,"{""name"":""rect"",""x"":101,""y"":24,""width"":28,""height"":38}","{""class_name"":""vest""}",rect,101,24,28,38,vest
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,7,"{""name"":""rect"",""x"":219,""y"":35,""width"":30,""height"":38}","{""class_name"":""vest""}",rect,219,35,30,38,vest
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,8,"{""name"":""rect"",""x"":199,""y"":131,""width"":25,""height"":14}","{""class_name"":""boots""}",rect,199,131,25,14,boots
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,9,"{""name"":""rect"",""x"":102,""y"":122,""width"":21,""height"":14}","{""class_name"":""boots""}",rect,102,122,21,14,boots
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,10,"{""name"":""rect"",""x"":75,""y"":124,""width"":21,""height"":13}","{""class_name"":""boots""}",rect,75,124,21,13,boots
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,11,"{""name"":""rect"",""x"":144,""y"":125,""width"":13,""height"":15}","{""class_name"":""boots""}",rect,144,125,13,15,boots
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,12,"{""name"":""rect"",""x"":124,""y"":124,""width"":17,""height"":15}","{""class_name"":""boots""}",rect,124,124,17,15,boots
62.jpg,12364,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",14,13,"{""name"":""rect"",""x"":231,""y"":126,""width"":25,""height"":15}","{""class_name"":""boots""}",rect,231,126,25,15,boots
63.jpg,13427,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":173,""y"":31,""width"":20,""height"":13}","{""class_name"":""hardhat""}",rect,173,31,20,13,hardhat
63.jpg,13427,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":166,""y"":53,""width"":34,""height"":39}","{""class_name"":""vest""}",rect,166,53,34,39,vest
63.jpg,13427,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":185,""y"":164,""width"":22,""height"":16}","{""class_name"":""boots""}",rect,185,164,22,16,boots
63.jpg,13427,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":168,""y"":161,""width"":12,""height"":16}","{""class_name"":""boots""}",rect,168,161,12,16,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,0,"{""name"":""rect"",""x"":93,""y"":84,""width"":25,""height"":31}","{""class_name"":""vest""}",rect,93,84,25,31,vest
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,1,"{""name"":""rect"",""x"":162,""y"":79,""width"":26,""height"":28}","{""class_name"":""vest""}",rect,162,79,26,28,vest
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,2,"{""name"":""rect"",""x"":211,""y"":82,""width"":23,""height"":26}","{""class_name"":""vest""}",rect,211,82,23,26,vest
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,3,"{""name"":""rect"",""x"":248,""y"":76,""width"":23,""height"":32}","{""class_name"":""vest""}",rect,248,76,23,32,vest
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,4,"{""name"":""rect"",""x"":54,""y"":76,""width"":20,""height"":32}","{""class_name"":""vest""}",rect,54,76,20,32,vest
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,5,"{""name"":""rect"",""x"":141,""y"":140,""width"":11,""height"":8}","{""class_name"":""boots""}",rect,141,140,11,8,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,6,"{""name"":""rect"",""x"":199,""y"":152,""width"":11,""height"":8}","{""class_name"":""boots""}",rect,199,152,11,8,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,7,"{""name"":""rect"",""x"":247,""y"":150,""width"":21,""height"":11}","{""class_name"":""boots""}",rect,247,150,21,11,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,8,"{""name"":""rect"",""x"":272,""y"":140,""width"":12,""height"":10}","{""class_name"":""boots""}",rect,272,140,12,10,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,9,"{""name"":""rect"",""x"":156,""y"":153,""width"":21,""height"":7}","{""class_name"":""boots""}",rect,156,153,21,7,boots
64.jpg,11785,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,10,"{""name"":""rect"",""x"":63,""y"":148,""width"":17,""height"":11}","{""class_name"":""boots""}",rect,63,148,17,11,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,0,"{""name"":""rect"",""x"":24,""y"":56,""width"":10,""height"":11}","{""class_name"":""hardhat""}",rect,24,56,10,11,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,1,"{""name"":""rect"",""x"":52,""y"":60,""width"":12,""height"":6}","{""class_name"":""hardhat""}",rect,52,60,12,6,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,2,"{""name"":""rect"",""x"":69,""y"":57,""width"":10,""height"":9}","{""class_name"":""hardhat""}",rect,69,57,10,9,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,3,"{""name"":""rect"",""x"":91,""y"":63,""width"":12,""height"":4}","{""class_name"":""hardhat""}",rect,91,63,12,4,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,4,"{""name"":""rect"",""x"":112,""y"":60,""width"":8,""height"":9}","{""class_name"":""hardhat""}",rect,112,60,8,9,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,5,"{""name"":""rect"",""x"":136,""y"":62,""width"":11,""height"":8}","{""class_name"":""hardhat""}",rect,136,62,11,8,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,6,"{""name"":""rect"",""x"":147,""y"":49,""width"":11,""height"":8}","{""class_name"":""hardhat""}",rect,147,49,11,8,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,7,"{""name"":""rect"",""x"":162,""y"":58,""width"":8,""height"":3}","{""class_name"":""hardhat""}",rect,162,58,8,3,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,8,"{""name"":""rect"",""x"":180,""y"":43,""width"":9,""height"":9}","{""class_name"":""hardhat""}",rect,180,43,9,9,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,9,"{""name"":""rect"",""x"":202,""y"":45,""width"":9,""height"":6}","{""class_name"":""hardhat""}",rect,202,45,9,6,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,10,"{""name"":""rect"",""x"":237,""y"":54,""width"":12,""height"":8}","{""class_name"":""hardhat""}",rect,237,54,12,8,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,11,"{""name"":""rect"",""x"":271,""y"":60,""width"":12,""height"":6}","{""class_name"":""hardhat""}",rect,271,60,12,6,hardhat
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,12,"{""name"":""rect"",""x"":18,""y"":68,""width"":22,""height"":26}","{""class_name"":""vest""}",rect,18,68,22,26,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,13,"{""name"":""rect"",""x"":47,""y"":73,""width"":18,""height"":24}","{""class_name"":""vest""}",rect,47,73,18,24,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,14,"{""name"":""rect"",""x"":66,""y"":70,""width"":22,""height"":30}","{""class_name"":""vest""}",rect,66,70,22,30,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,15,"{""name"":""rect"",""x"":85,""y"":71,""width"":19,""height"":30}","{""class_name"":""vest""}",rect,85,71,19,30,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,16,"{""name"":""rect"",""x"":107,""y"":74,""width"":22,""height"":24}","{""class_name"":""vest""}",rect,107,74,22,24,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,17,"{""name"":""rect"",""x"":131,""y"":77,""width"":19,""height"":22}","{""class_name"":""vest""}",rect,131,77,19,22,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,18,"{""name"":""rect"",""x"":155,""y"":68,""width"":25,""height"":29}","{""class_name"":""vest""}",rect,155,68,25,29,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,19,"{""name"":""rect"",""x"":206,""y"":71,""width"":25,""height"":29}","{""class_name"":""vest""}",rect,206,71,25,29,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,20,"{""name"":""rect"",""x"":232,""y"":68,""width"":21,""height"":25}","{""class_name"":""vest""}",rect,232,68,21,25,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,21,"{""name"":""rect"",""x"":263,""y"":68,""width"":33,""height"":30}","{""class_name"":""vest""}",rect,263,68,33,30,vest
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,22,"{""name"":""rect"",""x"":244,""y"":133,""width"":11,""height"":10}","{""class_name"":""boots""}",rect,244,133,11,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,23,"{""name"":""rect"",""x"":260,""y"":134,""width"":16,""height"":8}","{""class_name"":""boots""}",rect,260,134,16,8,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,24,"{""name"":""rect"",""x"":218,""y"":132,""width"":9,""height"":11}","{""class_name"":""boots""}",rect,218,132,9,11,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,25,"{""name"":""rect"",""x"":204,""y"":130,""width"":8,""height"":9}","{""class_name"":""boots""}",rect,204,130,8,9,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,26,"{""name"":""rect"",""x"":177,""y"":128,""width"":8,""height"":14}","{""class_name"":""boots""}",rect,177,128,8,14,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,27,"{""name"":""rect"",""x"":192,""y"":128,""width"":11,""height"":11}","{""class_name"":""boots""}",rect,192,128,11,11,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,28,"{""name"":""rect"",""x"":144,""y"":130,""width"":10,""height"":8}","{""class_name"":""boots""}",rect,144,130,10,8,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,29,"{""name"":""rect"",""x"":128,""y"":127,""width"":7,""height"":10}","{""class_name"":""boots""}",rect,128,127,7,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,30,"{""name"":""rect"",""x"":69,""y"":130,""width"":9,""height"":16}","{""class_name"":""boots""}",rect,69,130,9,16,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,31,"{""name"":""rect"",""x"":17,""y"":126,""width"":9,""height"":10}","{""class_name"":""boots""}",rect,17,126,9,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,32,"{""name"":""rect"",""x"":37,""y"":127,""width"":8,""height"":6}","{""class_name"":""boots""}",rect,37,127,8,6,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,33,"{""name"":""rect"",""x"":90,""y"":128,""width"":5,""height"":10}","{""class_name"":""boots""}",rect,90,128,5,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,34,"{""name"":""rect"",""x"":98,""y"":129,""width"":11,""height"":7}","{""class_name"":""boots""}",rect,98,129,11,7,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,35,"{""name"":""rect"",""x"":112,""y"":129,""width"":7,""height"":8}","{""class_name"":""boots""}",rect,112,129,7,8,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,36,"{""name"":""rect"",""x"":158,""y"":128,""width"":7,""height"":8}","{""class_name"":""boots""}",rect,158,128,7,8,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,37,"{""name"":""rect"",""x"":170,""y"":127,""width"":10,""height"":9}","{""class_name"":""boots""}",rect,170,127,10,9,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,38,"{""name"":""rect"",""x"":231,""y"":129,""width"":11,""height"":10}","{""class_name"":""boots""}",rect,231,129,11,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,39,"{""name"":""rect"",""x"":277,""y"":137,""width"":11,""height"":10}","{""class_name"":""boots""}",rect,277,137,11,10,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,40,"{""name"":""rect"",""x"":80,""y"":130,""width"":10,""height"":11}","{""class_name"":""boots""}",rect,80,130,10,11,boots
65.jpg,12937,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",42,41,"{""name"":""rect"",""x"":49,""y"":128,""width"":10,""height"":10}","{""class_name"":""boots""}",rect,49,128,10,10,boots
66.jpg,31622,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,0,"{""name"":""rect"",""x"":127,""y"":20,""width"":103,""height"":54}","{""class_name"":""hardhat""}",rect,127,20,103,54,hardhat
66.jpg,31622,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",2,1,"{""name"":""rect"",""x"":98,""y"":126,""width"":146,""height"":187}","{""class_name"":""vest""}",rect,98,126,146,187,vest
67.jpg,12972,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":23,""y"":22,""width"":17,""height"":12}","{""class_name"":""hardhat""}",rect,23,22,17,12,hardhat
67.jpg,12972,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""rect"",""x"":16,""y"":44,""width"":40,""height"":57}","{""class_name"":""vest""}",rect,16,44,40,57,vest
67.jpg,12972,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":22,""y"":135,""width"":31,""height"":12}","{""class_name"":""boots""}",rect,22,135,31,12,boots
68.jpg,86560,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,0,"{""name"":""rect"",""x"":271,""y"":70,""width"":66,""height"":39}","{""class_name"":""hardhat""}",rect,271,70,66,39,hardhat
68.jpg,86560,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",19,1,"{""name"":""rect"",""x"":379,""y"":107,""width"":67,""height"":30}","{""class_name"":""hardhat""}",rect,379,107,67,30,hardhat
